Comment,Lang,Tags confirmed,Model function,Tags
covid symptoms,EN,checked,Health,Symptoms
"Bonjour mon frère a des cloc d'eau sur les mains jusqu'au coudre, et sa lui démange, que pensez-vous se que sais",FR,checked,Health,Symptoms
"Are seniors over 80 years old free to go grocery shopping, etc.?",EN,checked,Health,"Permissible activities, Vulnerable people"
Tousse tellement que perd connaissance...,FR,checked,Health,Symptoms
"Should not portray a vaccine as our salvation. No vaccine exists for any other coronavirus - rushing to invent one, for the Trillion-dollar prize, will endanger more Canadians than SAR-CoV-2 does. Instead, highlight available treatments such as IV Vit C, IV Ozone, Ivermectin, etc. Treat, not Vax!",EN,checked,Health,"Vaccine, Treatment"
What if a hairdresser works in more than 1 salon? Are they able to continue to do so?,EN,checked,Health,Workplace
Is a gathering of 5 or more unrelated persons now permissible?,EN,checked,Health,"Permissible activities, Social contact"
Voudrais savoir si on peut être 2 personne dans le même véhicule même si on a pas la même adresse,FR,checked,Health,"Permissible activities, Carpool"
J'au une fatigue extrême. Dois je me faire tester,FR,checked,Health,"Symptoms, Testing"
I want a answer to why I can’t post my ad?,EN,,Health,Feedback unclear
Aucune mention du Hidroxicloroquine (Plaquenil) et azitromicine efficace et utiliser au Nouveau Brunswick?,FR,checked,Health,Treatment
Personne qui va travailler au Québec qui demeure au NB l'isolement,FR,checked,Health,"Workplace, Quarantine and isolation"
Where to purchase ppe,EN,checked,Health,PPE
results for covid-test taken at Michael garron,EN,checked,Health,Testing
What are the exact symptom of Covid 19,EN,checked,Health,Symptoms
Can COVID-19 be spread by second hand cigarette smoke,EN,checked,Health,Transmission
La langue me chaufe,FR,checked,Health,Symptoms
ITS ALL BS,EN,,Health,
Can two people from different addresses be in the same car?,EN,checked,Health,"Permissible activities, Carpool"
"What are the risks when visiting a take out restaurant/drive thru, e.g. getting a take out coffee at McDonald's or Tim Horton's. Thank You.",EN,checked,Health,Permissible activities
boutons sur la langue,FR,checked,Health,Symptoms
Les chiens sont ils porteurs du covid?,FR,checked,Health,Transmission
Est-ce que les nausées chez un adolescent peut-être relié à la covid?,EN,checked,Health,Symptoms
Info on entering water at Ontario beaches,EN,checked,Health,"Permissible activities, Swimming"
I’m concerned about restarting chapel with 15 people of singing would be ok at 6 feet apart,EN,checked,Health,Permissible activities
"I had 2 heart operations and Highpertension and my son has Type 1 Diabetes Millitus, I am recently receiving CERB but, my company wants me to report to work and they don't do scanning, just wearing mask and sanitizing hands, is it okay for me to go back?",EN,checked,Health,"Vulnerable people, Workplace"
How to find out if you’ve had the virus,EN,checked,Health,Testing
How do I report a business that has a confirmed covid 19 case,EN,checked,Health,Workplace safety (sanitizing / exposure to virus / employee with covid / accommodations)
Moi je suis un camionneur et mon co driver il peut être infecter il attend sa réponse de sont test main moi je devrait faire un test pour moi,FR,checked,Health,Testing
Am i still contagious after recovery?,EN,checked,Health,Contagious
"Im looking for, if there is one, an example form for the self isolate plan we would require when entering Canada",EN,checked,Health,"Travel and immigration (to Canada / within / leaving Canada / loans / quarantine), Quarantine and isolation"
I'm looking for the symptoms shown in children so I can decide whether to take my child to a health care professional,EN,checked,Health,Symptoms
"If I fly direct from Charlottetown, PEI, where there have been no cases of Covid in over 2 weeks, to Toronto, and go directly to my mother's house, am I required to self isolate for 2 weeks?",EN,checked,Health,"Travel within Canada, Quarantine and isolation"
Numéro de téléphone pour avoir le test a quebec,FR,checked,Health,Testing
If anybody got positive result do they need to be reswab again before coming back to work?,EN,checked,Health,"Workplace, Testing"
"Can I fly from New Brunswick to Calgary, Alberta to visit my son. Do I have to self quarantine if I fly?",EN,checked,Health,"Travel within Canada, Quarantine and isolation"
List only three symptoms of covid? Really?,EN,checked,Health,Symptoms
How does one get tested for anti bodies,EN,checked,Health,Testing
Severe chill,EN,checked,Health,Symptoms
I was wondering if there is an effective treatment for this virus. The websirensays contact a medical professional.,EN,checked,Health,Treatment
Can children transmit COVID 19 if they are a carrier,EN,checked,Health,Transmission
can others stay the night at my house,EN,checked,Health,"Permissible activities, Social contact"
Ma moto est au NB. Puis-je me rendre au ligne pour la récupérer,FR,checked,Health,Travel within Canada
money for senior during covid-19,EN,checked,Health,"Financial support, Vulnerable people"
"Lecture des journaux, etc. Peut-on les lire des la réception ou attendre?",FR,checked,Health,Virus survival
How many mild cases overall,EN,checked,Health,Cases - deaths - recoveries
quand n'est on plus contagieux suite au diagnostic de covid-19,FR,checked,Health,Contagious
hand washing and wearing mask,EN,checked,Health,"PPE, General precautions"
"étourdissement, mal de coeur, stomach une grosse lourdeur, et pas faim.",FR,checked,Health,Symptoms
Où appeler pour se faire tester pour covid 19 à quebec merci,FR,checked,Health,"Testing, Contact someone / get address"
The telephone number for COVID 19 enquires. I have worsening breathing and coughing but no fever.,EN,checked,Health,"Symptoms, Contact someone / get address"
I am looking in to what restrictions / limitations exist between cross borders (i.e. Travel inter province),EN,checked,Health,Travel within Canada
"I do prefer it in french. my english is poor, thank you. georges moukhtar",EN,,Health,
Which health conditions make a person high risk,EN,checked,Health,Vulnerable people
How many people can gather?,EN,checked,Health,"Permissible activities, Social contact"
I'm looking for the symptoms shown in children so I can decide whether to take my child to a health care professional,EN,checked,Health,Symptoms
nombre de décès au Québec par jour,FR,checked,Health,Cases - deaths - recoveries
I have tested positive for covid and am currently in hospital. Can I go outside?,EN,checked,Health,Permissible activities
"Bsr, je suis une nouvelle travailleuse dans une ecole come surveillante ,j, ai travaller seulement 4semaine,je ne pas de revenue que dois - je faire?",FR,checked,Health,Workplace
Regulations regarding moving around from eastern townships to chambly que,EN,checked,Health,Permissible activities
Help for seniors,EN,checked,Health,"Financial support, Vulnerable people"
Les heures d ouverture durant le covid 19,FR,checked,Health,Reopening
With compromised immune systems: What health issues are these? Does this include Asthma?,EN,checked,Health,Vulnerable people
I’m looking for new symptoms that are in the media,EN,checked,Health,Symptoms
test results time,EN,checked,Health,Testing
I want to know more about the type of cough,EN,checked,Health,Symptoms
combien de temps avant les symptomes que la personne est contagieuse,FR,checked,Health,"Contagious, Symptoms"
Is it okay to go kayaking ob toronto rivers,EN,checked,Health,Permissible activities
J attend un appelle pour discuté de ma.situatiom 14 jours ou je peux appeller vue que j'ai pas de nouvelles,FR,checked,Health,Permissible activities
Why is the number a Why is the number 19 attached?,EN,checked,Health,What is covid
is having a red rash and several spots part of the symptoms?,EN,checked,Health,Symptoms
Programme Benefits,EN,checked,Health,Financial support
My employer wants me to take a covid 19 test because I may have exposed to someone who was tested positive. But I feel no symptoms. Will I still be allowed to take the test,EN,checked,Health,"Testing, Workplace"
je veux savoir quel sont TOUT les symptômes du coronavirus merci,FR,checked,Health,Symptoms
Is just having Diarrhea a symptom,EN,checked,Health,Symptoms
Besoin de ´information sur combien de temps une personne est-elle contagieuse après avoir eu un test positif?,FR,checked,Health,Contagious
I want to know more about the type of cough,EN,checked,Health,Symptoms
"Comment se traiter quand on a le Covid. Comment la maladie se développe est-ce que si je me sens bien mieux aujourd'hui me donne de l'espoir mais que demain je peux être mourant ? On donne partout les chiffres des décès, comment se protéger mais pas beaucoup d'espoir de guérison.",FR,checked,Health,"Course of illness, Treatment"
Can I get infected through my car's air conditioning system?,EN,checked,Health,Transmission
How are patients treated in hospital,EN,checked,Health,Treatment
What is the protocol for people in an apartment building that has people with COVID 19? Should the people in the building be tested?,EN,checked,Health,Testing
I looked at different articles and none explain how are patients with mild symptoms (at the early stages of covid-19) treated so they do not become worse and do not have to go to the hospital.,EN,checked,Health,Treatment
Is it safe to swim at neighbors pool,EN,checked,Health,"Permissible activities, Swimming"
Fever diarrhea,EN,checked,Health,Symptoms
I live in LaSalle que can I go for a ride to lachine que,EN,checked,Health,Permissible activities
Driving friend to hospital in my car,EN,checked,Health,"Permissible activities, Carpool"
How long can the virus survive on cardboard,EN,checked,Health,Virus survival
Can we have family members in our home that do not live with us?,EN,checked,Health,"Permissible activities, Family relationships"
Symptômes maux de tête Et c est où pour le dépistage,FR,checked,Health,"Symptoms, Testing"
L’endroit où je vais revenir travailler personne ne porte le masque et nous sommes un à côté des autres restaurant wendy’s à Châteauguay,FR,checked,Health,"Workplace, PPE"
Wants all the symptoms of covid19,EN,checked,Health,Symptoms
What is the number to call if people are not social distancing?,EN,checked,Health,Health (Masks and face coverings / covid app / rule breaking / permissible activities)
Handling cash,EN,checked,Health,Reopening
Can I get my covid test results online?,EN,checked,Health,Testing
Can I go a visit a friend as long as we stay 6 feet apart,EN,checked,Health,"Permissible activities, Social contact"
Masks in hair salons. Both for stylist and customer. What are the mandated work safety requirements for salons and non-mandated?,EN,checked,Health,"Workplace, PPE"
"I am a non smoker, but I can smell smoke in my apartment, but cant find how its getting in. Since it comes from someones mouth and lungs, should I be worried???",EN,checked,Health,Transmission
I have tumbling pain in one ear? Never had this in my life b4 Have I been exposed to Corona?,EN,checked,Health,Symptoms
Is the use of a ceiling or stand fan okay in a public setting?,EN,checked,Health,"Permissible activities, Transmission"
"WE AREW ESSENTIAL SERVICE AND OUR BUILDING HAS NOT BEEN DISINFECTED SINCE MARCH. ENTRANCE DOOR, ELEVATORS, HAND SANITIZERS, NO PAPER IN BATHEROOM TO OPEN DOOR WITH ETCH. THERE IS NO ONE AT ADMINISTRATION OFFICE SINCE MARCH",EN,checked,Health,Transmission
what medications can you use against CoVid-19 symptoms?,EN,checked,Health,Treatment
le test du corona virus est gratuit ou non ? le malade doit payer pour faire le test ou non au canada,FR,checked,Health,Testing
Est-ce qu'une personne diagnostiquée avec une Bronchite Aïgu peut avoir aussi le Covid?,FR,checked,Health,Symptoms
Can virus live on door handles,EN,checked,Health,Virus survival
Qu'est-ce qui fait que la personne en meurt?,FR,checked,Health,Course of illness
Is it safe to have my air conditioning on i live in a condo building,EN,checked,Health,Transmission
"Website refers to few and severe symptoms however, today's CDC's tv update by Dr Njoo referred to more and specific milder symptoms. Why aren't these on your site?",EN,checked,Health,Symptoms
white tongue and numbness,EN,checked,Health,Symptoms
How long does the virus live air born?,EN,checked,Health,Virus survival
Specific rules for self quarantine,EN,checked,Health,Quarantine and isolation
Does the whole family isolate and not leave the house if one person in the household gets covid?,EN,checked,Health,Quarantine and isolation
Pcu,FR,checked,Health,CERB
Can I carry my grand daughter in my car from her home yo mine?,EN,checked,Health,"Permissible activities, Family relationships"
What does 19 stand for?,EN,checked,Health,What is covid
"I’m looking for a list of situations that make a person vulnerable or at high risk for a critical case of COVID-19 . I’m wondering about things like asthma, obesity, heart problems, history of cancer... is there a place where I can find this ?",EN,checked,Health,Vulnerable people
Is a rash on the inside of the arms a symptom?,EN,checked,Health,Symptoms
Visiting friends and sharing drinks e.g. tea.,EN,checked,Health,"Permissible activities, Social contact"
Consignes70ansetplus,FR,checked,Health,Vulnerable people
Allowed person in home gathering,EN,checked,Health,"Permissible activities, Social contact"
what website i have to go to order some non medical face mask,EN,checked,Health,PPE
Is hives a symptom ?,EN,checked,Health,Symptoms
We need Guidelines for salons,EN,checked,Health,Reopening
does having parents over if we are outside and socially distance ok,EN,checked,Health,"Permissible activities, Family relationships"
In stage yellow can my grandchildren spend the night,EN,checked,Health,"Permissible activities, Family relationships"
I go once a month to have my dog allergy shot given by her veterinarian in Fort Kent Maine. When your rep called to check on my quarantine she told me to try to have my quarantine void because it is a monthly visit. I could not find the info.,EN,checked,Health,Quarantine and isolation
"In yellow phase , can my grandchildren sleep over",EN,checked,Health,"Permissible activities, Family relationships"
Si je passe d’une région de Québec à une autre dois-je me placer en quarantaine ?,FR,checked,Health,"Travel within Canada, Quarantine and isolation"
How do you define close contact,EN,checked,Health,"Terminology, Close contact"
Am I safe for my family members after recovering,EN,checked,Health,"Permissible activities, Family relationships"
Voyager du Québec vers l'ile du prince Édouard. J'aimerais avoir les restrictions.,FR,checked,Health,Travel within Canada
How is the risk of transmission increased or decreased in a school band situation? Does playing wind instruments increase the risk of transmission? How can school bands start up again safely?,EN,checked,Health,Schools
Return to work covid,EN,checked,Health,Workplace
"If I have come in contact with someone entering the province, what do I do?",EN,checked,Health,Close contact
Handling cash,EN,checked,Health,Transmission
How do i apply for the $4.00 an hour wage increase.,EN,checked,Health,Essential services and frontline workers
We are newcomers to Canada and we are looking for jobs but not getting .Is govt supporting such person during the time of coranavorud,EN,checked,Health,Employees / job seekers / seasonal / gig / self-employed
quand peux t-on se considérer guéris du coronavirus,FR,checked,Health,Course of illness
Whether wearing of gloves is recommended when one must handle items from various households - eg like pick up and delivery.,EN,checked,Health,Transmission
Under the virtual assistant is a break as it does not bring up any information of what was enquire. I also saw on web md that said if you acquire corona virus you could also have pink eye as a symptom. However I never saw any connection on the Canadá sight relating Corona virus to pink eye.,EN,checked,Health,"Symptoms, Design / content / virtual assistant"
Testing sites,EN,checked,Health,Testing
ce virus peut-il se manifester par des plaies aux orteils?,FR,checked,Health,Symptoms
At risk of health conditions,EN,checked,Health,Vulnerable people
I think my son has covid 19 how to get help from,EN,checked,Health,"Testing, Treatment"
pain on respiration in rt. upper chest anteriior to posterior,EN,checked,Health,Symptoms
"My boss texted me that .. she needed the dates of my return/ meaning I HAD to go back to work.. what is the phone number to talk to someone""my rights/I am force to go back""? Thank you so much.",EN,checked,Health,Workplace
CDC has different information,EN,checked,Health,Symptoms
I want details on the bubble,EN,checked,Health,Quarantine and isolation
What about swimming in pools? Is this a problem for spreading covid?,EN,checked,Health,"Permissible activities, Swimming"
I was looking for a poster to put up on the Dr's Office door asking patients to arrive already (non-medical)masked.,EN,checked,Health,Workplace
Vrai ou Faux: Le gouv. a avisé les résidences privées de ne plus faire le ménage chez les résidents qui étaient capable de le faire. Je,FR,checked,Health,Vulnerable people
I want to know if you can clean someone else's home if the owner is not home.,EN,checked,Health,"Permissible activities, Social contact"
je cherche e numéro de téléphone pour savoir à quel endroit faut-il aller se faire tester et dépister la COVVID-19,FR,checked,Health,Testing
Je demeure dans un bloc à Trois-Rivières il y a un homme qui a vu la covid 19 il est sorti de l'hôpital il ne garde pas la quarantaine il s'assit dans les balançoires on est un bloc au moins 130 personnes la moyenne d'âge est de 70 ans quelques-uns dans la soixantaine j'ai peur pour ma santé,FR,checked,Health,Health (Masks and face coverings / covid app / rule breaking / permissible activities)
"Does using a hand held steamer kill covid 19 on surfaces (like plastic toys, wood blocks, cloth).",EN,checked,Health,Virus survival
70ansetplus,FR,checked,Health,Vulnerable people
Can I get tested without symptoms,EN,checked,Health,Testing
"Can I get Covid19 from somebody who had it, but has recovered?",EN,checked,Health,Contagious
faire une demande pour covid19,FR,checked,Health,Financial support
"Je suis un montréalais, et je veux aller visiter banff en alberta le 30 juin. Est ce qui seras possible de prendre l’avion de Montréal à calgary pour des vacances ?",FR,checked,Health,Travel within Canada
I am expecting an overseas traveler next week and don't know my requirements as too whether or not I can go outside go shopping and if we can share a kitchen,EN,checked,Health,"Travel and immigration (to Canada / within / leaving Canada / loans / quarantine), Quarantine and isolation"
écoulement nasal depuis 2 jrs qui me semble être un rhume que faire ?,FR,checked,Health,Symptoms
Looking where to find result of coronavirus test,EN,checked,Health,Testing
"apart from.flu like symptoms, what other symptoms to looks out for",EN,checked,Health,Symptoms
How long after exposure will symptoms appeat,EN,checked,Health,Symptoms
Si j'ai eu 65 ans au 20 mai 2020 (et recevrez mon premier chèque de PSV le mois prochain) suis-je admissible à l'aide de 300? annoncée par Justin Trudeau?,FR,checked,Health,Seniors (including OAS / GIS / CPP)
I very miss to chat with a real person and Not (a stupid) program. It unfortunately in many cases useless.Hope you can improve it,EN,checked,Health,Design / content / virtual assistant
des plaques rouges sur le corps,FR,checked,Health,Symptoms
Could it start with a cold?,EN,checked,Health,"Symptoms, Course of illness"
"Post Covid by 3 weeks, increasing difficulty with breathing, continued fatigue",EN,checked,Health,"Course of illness, Symptoms"
"Si une personne a un résultat négatif a un test de dépistage, peut-il quand même l’avoir après la période d’incubation?",FR,checked,Health,Immunity
Are we allowed to be more than two person in the car to go to work,EN,checked,Health,"Permissible activities, Carpool"
"I had H1N1 and my doctor told me to stay home. So two questions, does this mean I am more prone to get Covid19? In late December 2019 I was house bond for almost 4 weeks with mild fever, no taste for food and weak. Taste buds kicked back in after at least 3 months and really not back to normal.",EN,checked,Health,"Vulnerable people, Quarantine and isolation"
We are told to cough or sneeze into our elbow - how long does the virus survive on fabric?,EN,checked,Health,Virus survival
Est-ce que nous pouvons partager la piscine familliale avec les gens qui habite dans une autre maison ? Est-ce que nous pouvons transmettre la maladie dans l'eau des piscines ?,FR,checked,Health,"Permissible activities, Swimming"
"as of May 21, can seniors over 70 yrs. go out of home",EN,checked,Health,"Permissible activities, Vulnerable people"
La sueur est-elle contagieuse?,FR,checked,Health,"Contagious, Transmission"
Info sur genre de mal de gorge associé à la Covid,FR,checked,Health,Symptoms
"faire la mise à jour La COVID-19 est une nouvelle maladie qui n'a pas encore été identifiée chez l'homme. Dans de rares cas, les coronavirus infectant les animaux peuvent infecter des personnes plus rarement encore, ils peuvent se transmettre par contact étroit de personne à personne.",FR,checked,Health,What is covid
"CERB PROGRAM HOW LONG PAY 2000 FOR MONTH, JUNE LADT MONTH PAY",EN,checked,Health,CERB
If swimming in a chlorinated pool will be risky if someone who is asymptomatic is swimming also or will it kill the virus,EN,checked,Health,"Permissible activities, Swimming"
no complete list of all the symptons,EN,checked,Health,Symptoms
Need current symptoms beyond fever cough. Also I believe I had it and believe I have recovered but worry I can catch it again...yes or no? Finally in Ontario I understand Mr. Ford wants people to go for test...in London all I could find as basic original places to go to assess situation...,EN,checked,Health,"Symptoms, Immunity"
I'd like to see more information on treatments that have been successfully tried in Europe and are not mentioned at all. Are there new treatments to prevent death of patients with the virus?,EN,checked,Health,Treatment
There is no scientific information on the COVID 19 virus and its anatomy.,EN,checked,Health,What is covid
should businesses take cash as a form on payment. If we put cash in a cash counting machine will it aerosolize the virus,EN,checked,Health,Reopening
question au sujet des saison de camping saisonnier?,FR,checked,Health,"Permissible activities, Camping"
Combien de temps durent les symptômes de la covid 19?,FR,checked,Health,Symptoms
"J'aimerais savoir si les voyages touristiques au Canada sont autorisés cet été entre les provinces canadiennes? J'ai des réservations dans des parcs qui sont supposés être ouverts en juillet, mais qui nous demande d'annuler nos réservations si nous sommes de l'extérieur de leur province. Merci!",FR,checked,Health,Travel within Canada
If out of necessity two households are going to combine into one does the household coming in (which has been observing strict guidelines) need to quarantine when they come?,EN,checked,Health,"Quarantine and isolation, Family relationships"
"Depuis de siècles:le monde entier n,a jamais vu la médecine, abandonner,les malades sans traitement,au point de pas essayer d,apaisée les symptomes. Partout on nous parle de la chloroquine de le début des symptômes :alors pourquoi ne pas l,autoriser? S vp sauvez des vies Au nom de l,Hyporate🙏",FR,checked,Health,Treatment
Are people not travelling allowed into the YVR AIRPORT? They should not be allowed into airports. how is the 14 day quaranteen monitored,EN,checked,Health,Quarantine and isolation
pour mal de george remede,FR,checked,Health,Treatment
Rules for thrift stores regarding return of merchandise,EN,checked,Health,Reopening
Cancer du poumon début du diagnostic en attente du suivi,FR,checked,Health,"Vulnerable people, Medical appointment"
he number of tests done accros the country and the total in Canada,EN,checked,Health,Cases - deaths - recoveries
Phase 1 information,EN,,Health,Feedback unclear
covid testing - do close family members need to isolate while waiting for test results,EN,checked,Health,"Quarantine and isolation, Family relationships"
My mom will be returning from Malaysia to Calgary and her first point of entry is Vancouver. Does she need to quarantine in Vancouver? If so after her quarantine in Vancouver and when she travels to Calgary does she need to quarantine again? She will be with family members. Thank you.,EN,checked,Health,"Quarantine and isolation, Travel back to Canada"
"Mal aux jambes, est ce normal, ma nièce en est a sa 6e journée",FR,checked,Health,Symptoms
May I travel from Alberta to Manitoba to care for my elderly parents?,EN,checked,Health,"Travel within Canada, Permissible activities, Family relationships"
Service de gardiennage a domicile pour la reprise des activités est-elle accepté? Quels sont les règles de sécurité a suivre?,FR,checked,Health,"Reopening, Permissible activities"
how many people can be together outside with social distancin,EN,checked,Health,"Permissible activities, Social contact"
when will oas and gis assistances becoming,EN,checked,Health,Seniors (including OAS / GIS / CPP)
Is an eye infection a symptom,EN,checked,Health,Symptoms
There are more than only 4 symptoms of COVID19,EN,checked,Health,Symptoms
I would like to ask about going to another town with a husband or wife using a private car,EN,checked,Health,Permissible activities
Ou puis-je trouver pancarte concernant les recommandatins à prendre pour installer au bureau,FR,checked,Health,"Reopening, Workplace"
quelle est la durée d'incubation du virus c-a-d combien de temps peut-il s'écouler entre l'infection d'un sujet et l'apparition des symptômes de la maladie .. quand symptômes il y a!!,FR,checked,Health,"Course of illness, Symptoms"
Can I walk my dog in my own neighbourhood if I am asymptomatic and I am in mandatory quarantine following return to Canada,EN,checked,Health,"Permissible activities, Quarantine and isolation"
I was looking for the length of time Covid-19 would stay active on paper. Staff are concerned about incoming mail.,EN,checked,Health,Virus survival
Je cherche la durée de vie de la COVID-19 sur les vêtements.,FR,checked,Health,Virus survival
"Hello I have a question I have underlying health issues heart disease,diabetes and am a smoker must I return to work",EN,checked,Health,"Vulnerable people, Workplace"
What about itching in toes and fingers?,EN,checked,Health,Symptoms
"After testing positive, does one need other tests before returning to work and if so in what time period",EN,checked,Health,"Testing, Workplace"
splénectomie,FR,checked,Health,Vulnerable people
what to do if i have the symptoms i could not find,EN,checked,Health,Symptoms
Why isn't Health Canada warning Canadians about the effect of increasing electromagnetic radiation on the ability of the Pineal gland to produce melatonin ? Why isn't FULL SPECTRUM electromagnetic wave analysis data being collected and presented by independent sources Pre-Post 5G error?,EN,checked,Health,General precautions
Not enough information,EN,checked,Health,Design / content / virtual assistant
I need to know if my son needs to wear a mask when is outside,EN,checked,Health,PPE
Looking for a questionaire to ask employees before starting work,EN,checked,Health,"Workplace, Reopening"
How long is the virus active on different surfaces?,EN,checked,Health,Virus survival
Peut on embarquer en voiture avec quelqu’un qui n a pas la même adresse que moi,FR,checked,Health,"Permissible activities, Carpool"
where can I get non-medical face masks ?,EN,checked,Health,PPE
Je recherche la manière de m'inscrire pour bénéficier du supplément pour aînés.,FR,checked,Health,Seniors (including OAS / GIS / CPP)
"I had H1N1 and my doctor told me to stay home. So two questions, does this mean I am more prone to get Covid19? In late December 2019 I was house bond for almost 4 weeks with mild fever, no taste for food and weak. Taste buds kicked back in after at least 3 months and really not back to normal.",EN,checked,Health,"Vulnerable people, Symptoms, Quarantine and isolation"
Doit on aller en quarantaine si l'on voyage d'une province à une autre.,FR,checked,Health,"Travel within Canada, Quarantine and isolation"
Are we allowed to go in a car with someone who does not live in our household if we are in the backseat with a mask?,EN,checked,Health,"Permissible activities, Carpool"
Ma question est: est-ce une personne infectée peut passer de stade légère à grave,FR,checked,Health,Course of illness
"je suis en arrêt de travail depuis le mois de dec. 2019 pour un cancer , après le chômage maladie de 15 semaines , je n ai plu aucun revenu .y a t il un programme a venir pour les maladie long terme ?",FR,checked,Health,"Financial support, Vulnerable people"
site for buying non medical mask online,EN,checked,Health,PPE
I have some of the symptoms very mild but no fever and no cough should I be worried,EN,checked,Health,Symptoms
Landlord precautions,EN,checked,Health,General precautions
I am looking to know at what temp a fever begins.,EN,checked,Health,Symptoms
"Bonjour , Jai ete tester 2 fois le résultat étais negatif. Mes prises de sang presentait une baisse de globule blanche. Il est a noter que je suis asthmatique severe. Mon conjoint travail . Toute la situation n'est pas claire .",FR,checked,Health,"Symptoms, Testing"
Does checking body temperature twice a day at work help to find whether Covid19 is present in a person?,EN,checked,Health,Symptoms
Quelle est la température normale d’un adulte svp,FR,checked,Health,Symptoms
Aide prestation encore combien de temps,FR,checked,Health,Financial support
How long do the droplets last in the air?,EN,checked,Health,"Virus survival, Transmission"
Je n'entends jamais parler des ouvertures des églises et des rassemblements communautaires. Puis-je avoir des informations SVP. Ce sont le communautés chrétiennes qui rassemblent le plus de personnes le dimanche et nous sommes confinés depuis longtemps. C'est important que nous ayons nous aussi des,FR,checked,Health,"Permissible activities, Social contact"
Je voudrais la listes à jour des chsld et résidence infectés par le corvid-19,FR,checked,Health,Cases - deaths - recoveries
why is this virus call covert 19? Why 19?,EN,checked,Health,What is covid
I live in a seniors building .The manager has decided to reopen the billiard table to all tenants . Hands are constantly having to touch the billiards balls and sticks .Is it too early in Vancouver to do this ?.,EN,checked,Health,Permissible activities
Why do temp screening when a person could have covid but no temp. Why temp screening when it may not be accuurate,EN,checked,Health,Symptoms
j'ai 1 employée que son fils travail dans un CISSSSM ET VIENT D'ÊTRE POSITIF est ce qu'il faut qu'elle retourne sur la PCU et est ce qu'il faut que je lui fait un autre cessation emploi elle avait recommencé a travaillé [redacted phone #],FR,checked,Health,"Financial support, Quarantine and isolation"
"aide o entreprise pour pret de 40,000$",FR,checked,Health,CEBA
what temperature is considered a fever?,EN,checked,Health,Symptoms
"When can I get together with my family. We have been in isolation and quaritine, so when can I see my son and granddaughter?",EN,checked,Health,"Permissible activities, Family relationships"
Si j'ai un nouveau née de 2 mois et mon conjoint a une garde partager avec un autre enfant de 3 ans 1/2 en garderie je suis tu oubliger de prendre l enfant vu les risque pour mon enfant,FR,checked,Health,"Permissible activities, Family relationships"
"Missing: a list of most common AND less common symptoms. The entire range of symptoms should be provided, along with (if possible) recent estimates of how common (percentage-wise) those symptoms are among those infected, to help with self-monitoring.",EN,checked,Health,Symptoms
what are the new signs of covid that the doctors cant explain.,EN,checked,Health,Symptoms
Pink eye in covid 19,EN,checked,Health,Symptoms
Je veux savoir quelles sont les séquelles du COVID. Des milliers de personnes témoignent de séquelles importantes sur les réseaux sociaux et les autorités n’en parlent pas.,FR,checked,Health,Long term effects
List of ALL symptoms,EN,checked,Health,Symptoms
how to find lab results,EN,checked,Health,Testing
This information is too vague,EN,checked,Health,Design / content / virtual assistant
"brief facts on COVID-19-- when was it identified, when was it declared a pandemic, etc.",EN,checked,Health,What is covid
I am part of a family of five that live together. Can we now visit with up to five other family members that we don’t live with?,EN,checked,Health,"Permissible activities, Social contact"
I need information about abortion during the Covid-19 pandemic,EN,checked,Health,"Permissible activities, Medical appointment"
There was something said about blisters on the feet,EN,checked,Health,Symptoms
"What is considered ""being exposed""? What is a ""close, prolonged personal contact""? If I was in the presence of somebody that is positive of COVID, lets say one foot from the person, is this a personal contact? Have you established a time limit to be considered prolonged?",EN,checked,Health,"Transmission, Terminology, Close contact"
Si on a un diagnostic positif quand commence le confinement est ce que c’est le jour où on a fait le test? Après 14j peut-on retourner au travail?,FR,checked,Health,Quarantine and isolation
map of Nova Scotia showing the four divisins of the province,EN,checked,Health,Cases - deaths - recoveries
How to properly wear a blue/white surgical mak,EN,checked,Health,PPE
how about taking the TTC,EN,checked,Health,"Permissible activities, Public transit"
JE cherche les recommendations pour les milieux de travail manufacturiers ou laboratoires non reliés à la santé.,FR,checked,Health,Reopening
I want to know when you can discontinue isolation after you have had the illness,EN,checked,Health,"Quarantine and isolation, Immunity"
How contagious is COVID-19?,EN,checked,Health,Contagious
j'aimeras parler avec u représentant(e),FR,checked,Health,Contact someone / get address
Ou telephoner pour le test du covid 19,FR,checked,Health,Testing
Can we get hydroxicloriquine in Canada?,EN,checked,Health,Treatment
"We own a vending business. The industries are running where the machines are located but I don't feel it's essential as it's chips, pop, chocolate bars etc. They are operating so I am not sure what I am to do. The businesses don't want to answer either. I worry about staff handling money, suggestion",EN,checked,Health,Reopening
"The only time I leave my home is for groceries or a brief walk, my sister lives in another town, she is on her own and has no other family. Can we visit each other",EN,checked,Health,"Permissible activities, Family relationships"
I'm try to apply for cerb at the cra web site,EN,checked,Health,Financial support
Je cherche la physiopathologie du covid 19,FR,checked,Health,Symptoms
My science homework did not ask for this,EN,,Health,Feedback unclear
"What about a guy sweating and then not and then sweating and not, yet no fever?",EN,checked,Health,Symptoms
"J'ai une copine à Saguenay et je demeure en Gaspésie Elle veut que j'aille la chercher pour venir demeurer avec moi , Que faire ?",EN,checked,Health,"Permissible activities, Family relationships"
Can you get covid 19 by touching a contaminated surface though a cut on your finger?,EN,checked,Health,Transmission
